text,mitre_technique_ID,mitre_technique_name
strings decoded when running,T1140,Deobfuscate/Decode Files or Information
to decrypt the payload from the .dat file using the AES-256-CTR decryption algorithm and starts to execute.,T1140,Deobfuscate/Decode Files or Information
injects the payload in memory.,T1055,Process Injection
The malware was injected into a SVCHOST process where a driver location pointed to the config file,T1055,Process Injection
injects it into a process.,T1055,Process Injection
a process injection in one of the svchost processes,T1055,Process Injection
injected themselves into Windows Media Player,T1055,Process Injection
injected code in a process,T1055,Process Injection
the adversary had removed the payload file from the system.,T1027,Obfuscated Files or Information
"Where in the beginning of the campaign the adversary was sloppy, during the last months of activity they became more careful and started to remove evidence",T1027,Obfuscated Files or Information
"Besides the use of Mimikatz to dump credentials,",T1003.001,OS Credential Dumping: LSASS Memory
"acquired through the use of Mimikatz, or creating LSASS dumps,",T1003.001,OS Credential Dumping: LSASS Memory
"using Mimikatz and dumping lsass,",T1003.001,OS Credential Dumping: LSASS Memory
"Using Mimikatz and dumping of lsass,",T1003.001,OS Credential Dumping: LSASS Memory
makes use of the technique “DLL Sideloading”,T1574.002,Hijack Execution Flow: DLL Side-Loading
"When the executable is run, the DLL next to it is loaded.",T1574.002,Hijack Execution Flow: DLL Side-Loading
The dll is run using the command “rundll32.exe,T1218.011,System Binary Proxy Execution: Rundll32
The model uses the persistence technique utilizing svchost.exe with service.dll to install a rogue service.,T1569.002,System Services: Service Execution
The DLL embeds several obfuscated strings,T1027,Obfuscated Files or Information
was to start a program as a service,T1543.003,Create or Modify System Process: Windows Service
The DLL is used to create a malicious service,T1543.003,Create or Modify System Process: Windows Service
". The name of the created service, “SysmainUpdate”, is usurping the name of the legitimate service “SysMain” which is related to the legitimate DLL sysmain.dll and also to the Superfetch service.",T1543.003,Create or Modify System Process: Windows Service
Adversary installed custom backdoor as a service,T1543.003,Create or Modify System Process: Windows Service
Adversary launched backdoor and some tools as a Windows Service,T1543.003,Create or Modify System Process: Windows Service
"the command line dump of the memory:
cmd /c",T1059.003,Command and Scripting Interpreter: Windows Command Shell
"When running the file from the command line,",T1059.003,Command and Scripting Interpreter: Windows Command Shell
"In some cases, batch (.bat) scripts were created",T1059.003,Command and Scripting Interpreter: Windows Command Shell
content in a batch script:,T1059.003,Command and Scripting Interpreter: Windows Command Shell
"the exfiltration of data on the system, such as OS, Processor (architecture),",T1082,System Information Discovery
Username,T1033,System Owner/User Discovery
WMI activity [T1546.003] was also observed to execute commands on the systems.,T1047,Windows Management Instrumentation
WMI was used for running commands on remote systems,T1047,Windows Management Instrumentation
"From a persistence point of view, scheduled tasks",T1053.005,Scheduled Task/Job: Scheduled Task
Adversary ran scheduled tasks for persistence of certain malware samples,T1053.005,Scheduled Task/Job: Scheduled Task
and the use of valid accounts,T1078,Valid Accounts
they were looking to get valid accounts.,T1078,Valid Accounts
the adversary gained credentials in the network,T1078,Valid Accounts
the files were exfiltrated over the backdoor,T1041,Exfiltration Over C2 Channel
the data was stored in a location in the Internet Information Services (IIS) web server and exfiltrated over HTTP using GET requests towards the exact file paths,T1041,Exfiltration Over C2 Channel
malware exfiltrated data towards a C2,T1041,Exfiltration Over C2 Channel
When the data was gathered on a local system using the backdoor,T1005,Data from Local System
and the rar files were deleted,T1070.004,Indicator Removal: File Deletion
exfiltrated over HTTP using GET requests,T1071.001,Application Layer Protocol: Web Protocols
HTTP traffic to C2,T1071.001,Application Layer Protocol: Web Protocols
The packet data was customized and sent through a POST request with several headers towards the C2.,T1071.001,Application Layer Protocol: Web Protocols
The malware started to open up both UDP and TCP ports to connect with a C2 server,T1095,Non-Application Layer Protocol
the customized packet size using a XOR value.,T1573.001,Encrypted Channel: Symmetric Cryptography
Adversary exploited a web-facing server with application,T1190,Exploit Public-Facing Application
the actor established initial access by compromising the victim’s web server,T1190,Exploit Public-Facing Application
Tools were transferred to a compromised web-facing server,T1105,Ingress Tool Transfer
Adversary browsed several locations to search for the data they were after.,T1083,File and Directory Discovery
used Rotten/Bad Potato to elevate user rights by abusing API calls in the Operating System.,T1068,Exploitation for Privilege Escalation
including adding of registry keys,T1112,Modify Registry
and lateral movement/execution of files,T1570,Lateral Tool Transfer
"the attackers would launch a lateral movement phase, using default Windows credentials",T1078,Valid Accounts
run a network recognition process to find the IP address of each of the ATMs,T1016,System Network Configuration Discovery
using a variety of encryption schemes and symmetric keys.,T1573.001,Encrypted Channel: Symmetric Cryptography
to install AnyDesk and provide remote access for the “technician” to install the malware.,T1219,Remote Access Software
All captured information from the transaction is saved to an encrypted file placed in a directory previously set by the malware configuration,T1074.001,Data Staged: Local Data Staging
Those files will later be sent to the malware C2 server,T1041,Exfiltration Over C2 Channel
Captured data stored in the uploader C2,T1041,Exfiltration Over C2 Channel
sending all cab files generated from the stolen transactions to the server,T1041,Exfiltration Over C2 Channel
"StartSendScreen, StopSendScreen",T1113,Screen Capture
"StartSendScreen
Start screen capture
StopSendScreen
Stop screen capture",T1113,Screen Capture
Download a file from the remote server,T1105,Ingress Tool Transfer
"StartDownload, StopDownload.",T1105,Ingress Tool Transfer
"Shell
Execute a specified command via CMD",T1059.003,Command and Scripting Interpreter: Windows Command Shell
the files are sent through an HTTP POST request.,T1071.001,Application Layer Protocol: Web Protocols
Add the process to a startup registry key,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
malicious OneNote documents to entice users to click on an embedded file to download and execute,T1204.002,User Execution: Malicious File
a fake message to lure users to execute the HTA  file ,T1204.002,User Execution: Malicious File
"Upon clicking the Open button, it drops the HTA file",T1204.002,User Execution: Malicious File
it prompts the user with a fake message to double-click on open to view the attachment.,T1204.002,User Execution: Malicious File
The message above the ‘Open’ button instructs the user to “double click” in order to receive the attachment.,T1204.002,User Execution: Malicious File
The malicious document is delivered in either zip files or ISO images to the target through phishing emails.,T1566.001,Phishing: Spearphishing Attachment
the malware author used phishing emails to deliver malicious OneNote document either as attachment,T1566.001,Phishing: Spearphishing Attachment
Windows batch script,T1059.003,Command and Scripting Interpreter: Windows Command Shell
executes a batch file,T1059.003,Command and Scripting Interpreter: Windows Command Shell
the batch file,T1059.003,Command and Scripting Interpreter: Windows Command Shell
the malicious batch file,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Upon execution of the batch file,T1059.003,Command and Scripting Interpreter: Windows Command Shell
launched by cmd.exe,T1059.003,Command and Scripting Interpreter: Windows Command Shell
batch file,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Embedded Executable Objects In OneNote  ,T1027,Obfuscated Files or Information
an embedded file gets executed by the user,T1027,Obfuscated Files or Information
The FileData member of the FileDataStoreObject is the key member that holds the embedded data in the OneNote document.,T1027,Obfuscated Files or Information
Embedded data in Data object,T1027,Obfuscated Files or Information
OneNote file contains an embedded HTA  attachment,T1027,Obfuscated Files or Information
The OneNote file with the embedded HTA file,T1027,Obfuscated Files or Information
contains the “whoami” command,T1033,System Owner/User Discovery
make use of  the curl utility to download Qakbot and then execute it.,T1105,Ingress Tool Transfer
The HTA file uses curl utility to download,T1105,Ingress Tool Transfer
